COD_VIA;VIA_SQC;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;FECHA_DE_ALTA;FECHA_DE_BAJA;VIA_ESTADO
00436700;1;CALLE;DE;LERMA;LERMA;07/01/1954;08/01/1954;H
00436800;1;CALLE;DE;LESACA;LESACA;09/12/1960;;V
00436900;1;CALLE;DE LAS;LETRILLAS;LETRILLAS;05/06/1959;;V
00437000;1;CALLE;DEL;LEVANTE;LEVANTE;01/01/1966;;V
00437100;1;AVENIDA;DEL;LEVANTE;LEVANTE;01/01/1964;;V
00437200;2;CALLE;DEL;MONASTERIO DE LEYRE;MONASTERIO DE LEYRE;05/11/1982;;V
00437200;1;CALLE;DE;LEYRA;LEYRA;04/11/1982;05/11/1982;V
00437225;1;CALLE;DE;LEZAMA;LEZAMA;27/02/1974;;V
00437250;1;CALLE;DE;LEZO;LEZO;25/02/1972;;V
00437250;2;CALLE;;1;1;01/01/1971;25/02/1972;V
00437300;2;CALLE;DE LA;LIBERACION;LIBERACIÓN;01/01/1968;;V
00437300;1;CARRETERA;DE LA;ACADEMIA DE LA POLICIA ARMADA;ACADEMIA DE LA POLICÍA ARMADA;31/12/1967;01/01/1968;V
00437400;1;CALLE;DE LA;LIBERTAD;LIBERTAD;11/01/1835;;V
00437400;2;CALLE;DE;SAN FERNANDO (Y/O) DE LA LIBERTAD;SAN FERNANDO (Y/O) DE LA LIBERTAD;01/01/1835;11/01/1835;V
00437450;1;CALLE;DE;LIBRA;LIBRA;29/12/1972;;V
00437475;1;CALLE;DE LOS;LIBRADOS;LIBRADOS;31/12/1985;01/01/1986;H
00437500;2;CALLE;DE LOS;LIBREROS;LIBREROS;20/02/1948;;V
00437500;1;CALLE;DE;CONSTANTINO RODRIGUEZ;CONSTANTINO RODRÍGUEZ;15/12/1926;20/02/1948;V
00437500;3;CALLE;DE;CERES;CERES;23/05/1893;15/12/1926;V
00437500;4;CALLE;DE LA;JUSTA;JUSTA;11/01/1835;23/05/1893;V
00437600;1;CALLE;DEL;LICENCIADO VIDRIERA;LICENCIADO VIDRIERA;01/01/1986;;V
00437650;1;CALLE;DEL;LICEO;LICEO;01/06/1979;;V
00437655;1;PLAZA;DEL;LICEO;LICEO;01/01/1986;;V
00437700;1;CALLE;DE;LICURGO;LICURGO;14/07/1950;22/12/1995;H
00437700;2;CALLE;DE;PILAR;PILAR;13/07/1950;14/07/1950;H
00437800;1;CALLE;DEL;LIDO;LIDO;14/07/1950;;V
00437900;1;CALLE;DE LA;LIEBRE;LIEBRE;01/01/1953;;V
00438000;1;CALLE;DEL;LIGNITO;LIGNITO;29/09/1954;;V
00438000;2;CALLE;DE;SAN CRISTOBAL;SAN CRISTÓBAL;28/09/1954;29/09/1954;V
00438100;1;CALLE;DE LA;LIGULA;LÍGULA;20/02/1948;;V
00438200;1;CALLE;DE LAS;LILAS;LILAS;20/02/1948;;V
00438200;2;CALLE;DE;AMERICA;AMÉRICA;19/02/1948;20/02/1948;V
00438250;2;CALLE;DE;LILLO;LILLO;22/06/1971;;V
00438250;1;CALLE;;F;F;21/06/1971;22/06/1971;V
00438300;1;PLAZA;DE;LIMA;LIMA;21/10/1953;;V
00438400;1;CALLE;DEL;LIMON;LIMÓN;11/01/1835;;V
00438500;1;CALLE;DEL;LIMONERO;LIMONERO;09/08/1948;;V
00438500;2;CALLE;DE;CASTILLEJOS;CASTILLEJOS;08/08/1948;09/08/1948;V
00438600;1;CALLE;DE;LINARES;LINARES;01/01/1949;;V
00438700;1;PASAJE;DEL;LINCE;LINCE;16/03/1960;;V
00438750;1;CALLE;DE LA;LINDERA DEL CAMPO;LINDERA DEL CAMPO;31/12/1985;01/01/1986;H
00438800;1;CALLE;DE LOS;LINDONES;LINDONES;01/01/1962;15/05/1991;H
00438900;1;CALLE;DE;LINNEO;LINNEO;20/03/1882;;V
00438900;2;CALLE;DE;EL ESPAÑOLETO;EL ESPAÑOLETO;01/01/1882;20/03/1882;V
00439000;1;CALLE;DEL;LINO;LINO;09/08/1948;;V
00439000;2;CALLE;DE;SANTA MARIA;SANTA MARÍA;08/08/1948;09/08/1948;V
00439100;1;CALLE;DE LA;LIRA;LIRA;16/03/1960;;V
00439200;1;CALLE;DEL;LIRIO;LIRIO;31/12/1977;01/01/1978;H
00439300;1;CALLE;DE LOS;LIRIOS;LIRIOS;20/02/1948;;V
00439400;1;CALLE;DE;LISBOA;LISBOA;01/11/1917;;V
00439400;2;CALLE;DE;RUIZ AGUILERA;RUIZ AGUILERA;20/03/1882;01/11/1917;V
00439500;1;CALLE;DE;LITAGO;LITAGO;29/09/1954;;V
00439500;2;CALLE;DE LA;IGLESIA;IGLESIA;28/09/1954;29/09/1954;V
00439550;1;CALLE;DE;LITICIA;LITICIA;31/12/1985;01/01/1986;H
00439600;1;CALLE;DEL;PATIO DE LA LITOGRAFIA;PATIO DE LA LITOGRAFÍA;01/01/1959;;V
00439650;1;CALLE;DE;LITOS;LITOS;01/01/1975;;V
00439700;1;CALLE;DE;LODOSA;LODOSA;14/11/1956;;V
00439800;1;CALLE;DE;LOECHES;LOECHES;30/01/1967;;V
00439800;2;CALLE;DE;VALLECAS;VALLECAS;29/12/1944;30/01/1967;V
00439900;2;AVENIDA;DE;LOGROÑO;LOGROÑO;21/03/1975;;V
00439900;1;CARRETERA;DE;AJALVIR A VICALVARO;AJALVIR A VICÁLVARO;24/06/1949;21/03/1975;V
00440000;1;CALLE;DE;LOGROSAN;LOGROSÁN;31/12/1959;;V
00440100;1;CALLE;DE;LOJA;LOJA;07/05/1984;;V
00440150;2;CALLE;DE;LOLA MEMBRIVES;LOLA MEMBRIVES;30/06/1970;;V
00440150;1;PARTICULAR;DEL;GENERAL RICARDOS;GENERAL RICARDOS;29/06/1970;30/06/1970;V
00440200;1;CALLE;DE LA;LOMA;LOMA;01/01/1933;;V
00440400;1;CALLE;DE LAS;LOMAS DE BALLESTEROS;LOMAS DE BALLESTEROS;28/05/1952;15/05/1991;H
00440400;2;CALLE;;CENTRAL;CENTRAL;27/05/1952;28/05/1952;H
00440500;1;CALLE;DE LAS;LOMAS DE HORCAJO;LOMAS DE HORCAJO;28/05/1952;;V
00440500;2;CALLE;DE;JOAQUIN DICENTA;JOAQUÍN DICENTA;27/05/1952;28/05/1952;V
00440600;1;CALLE;DE;LOMBIA;LOMBÍA;27/01/1880;;V
00440700;1;CALLE;DE;LONDRES;LONDRES;15/09/1915;;V
00440700;2;CALLE;DE;ALBERTO AGUILERA;ALBERTO AGUILERA;01/01/1903;15/09/1915;V
00440750;1;CALLE;DE;LONGARES;LONGARES;01/01/1972;;V
00440760;1;TRAVESIA;DE;LONGARES;LONGARES;01/01/1977;;V
00440770;1;CALLE;DE;LOPE DE HARO;LOPE DE HARO;28/04/1871;;V
00440770;2;CALLE;DE;SANTA TERESA;SANTA TERESA;01/01/1871;28/04/1871;V
00440900;1;CALLE;DE;LOPE DE RUEDA;LOPE DE RUEDA;21/07/1880;;V
00441000;1;CALLE;DE;LOPE DE VEGA;LOPE DE VEGA;01/03/1844;;V
00441000;2;CALLE;DE;CANTARRANAS;CANTARRANAS;11/01/1835;01/03/1844;V
00441100;1;CALLE;DE;LOPEZ DE ARANDA;LÓPEZ DE ARANDA;01/01/1971;;V
00441200;1;CALLE;DE;LOPEZ GRASS;LÓPEZ GRASS;01/01/1955;;V
00441300;1;CALLE;DE;LOPEZ DE HOYOS;LÓPEZ DE HOYOS;02/03/1887;;V
00441310;3;GLORIETA;DE;LOPEZ DE HOYOS;LÓPEZ DE HOYOS;25/01/1980;;V
00441310;1;GLORIETA;DE;JULIO RUIZ DE ALDA;JULIO RUIZ DE ALDA;27/07/1941;25/01/1980;V
00441310;2;GLORIETA;DE;LOPEZ DE HOYOS;LÓPEZ DE HOYOS;22/09/1932;27/07/1941;V
00441400;1;CALLE;DE;LOPEZ MEZQUIA;LÓPEZ MEZQUÍA;01/01/1969;;V
00441500;2;CALLE;DE;LOPEZ PUIGCERVER;LÓPEZ PUIGCERVER;01/01/1972;;V
00441500;1;CALLE;DE;EMILIO LOPEZ PUIGCERVER;EMILIO LÓPEZ PUIGCERVER;31/12/1971;01/01/1972;V
00441600;1;CALLE;DE;LOPEZ RECUERO;LÓPEZ RECUERO;01/01/1974;;V
00441700;1;CALLE;DE;LOPEZ SILVA;LÓPEZ SILVA;09/07/1930;;V
00441700;2;CALLE;DE;VELAS;VELAS;11/01/1835;09/07/1930;V
00441800;1;CALLE;DE;LORCA;LORCA;11/10/1961;;V
00441900;1;CALLE;DE;LORENZA ALVAREZ;LORENZA ÁLVAREZ;01/01/1932;26/10/1989;H
00442000;1;CALLE;DE;LORENZA CORREA;LORENZA CORREA;02/03/1887;;V
00442000;2;CALLE;DE;ARANCIO;ARANCIO;01/01/1887;02/03/1887;V
00442100;1;CALLE;DE;LORENZANA;LORENZANA;02/03/1887;;V
00442100;2;CALLE;DEL;PUERTO;PUERTO;01/01/1887;02/03/1887;V
00442200;1;CALLE;DE;LORENZO CASTRESANA;LORENZO CASTRESANA;01/01/1986;01/01/1998;H
00442250;1;CALLE;DE;LORENZO CRIADO;LORENZO CRIADO;31/12/1985;01/01/1986;H
00442300;1;CALLE;DE;LORENZO GONZALEZ;LORENZO GONZÁLEZ;01/01/1967;;V
00442400;1;CALLE;DE;LORENZO SOLANO TENDERO;LORENZO SOLANO TENDERO;01/01/1953;;V
00442500;1;CALLE;DE;LORETO Y CHICOTE;LORETO Y CHICOTE;20/04/1934;;V
00442500;2;TRAVESIA;DE LA;BALLESTA;BALLESTA;16/12/1855;20/04/1934;V
00442500;3;CALLE;DEL;GENERAL O'DONNELL;GENERAL O'DONNELL;12/12/1854;16/12/1855;V
00442500;4;TRAVESIA;DE LA;BALLESTA;BALLESTA;11/01/1835;12/12/1854;V
00442500;5;CALLE;DE;SAN JOSE;SAN JOSÉ;01/01/1835;11/01/1835;V
00442600;1;CALLE;DE;LORIGA;LÓRIGA;01/01/1946;;V
00442700;1;PASAJE;DE;LORIGA;LÓRIGA;01/01/1947;;V
00443000;1;CALLE;DEL;LOTO;LOTO;20/02/1948;;V
00443000;2;CALLE;DE;SAN QUINTIN;SAN QUINTÍN;19/02/1948;20/02/1948;V
00443100;1;CALLE;DE;LOURDES;LOURDES;01/01/1969;;V
00443100;2;CALLE;DEL;CANAL DE ISABEL II;CANAL DE ISABEL II;31/12/1968;01/01/1969;V
00443200;1;CALLE;DE;LOYOLA;LOYOLA;29/09/1954;;V
00443300;1;CALLE;DE LA;LOZA;LOZA;09/03/1962;;V
00443400;1;CALLE;DE;LOZANO;LOZANO;22/07/1949;;V
00443500;1;CALLE;DEL;LOZOYA;LOZOYA;17/03/1951;;V
00443500;2;CALLEJON;DE;LOZOYA;LOZOYA;01/01/1931;17/03/1951;V
00443600;1;CALLE;DE;LOZOYUELA;LOZOYUELA;30/12/1944;;V
00443600;2;CALLE;DE;TERESA ESCORIAZA;TERESA ESCORIAZA;29/12/1944;30/12/1944;V
00443650;1;CALLE;DE;LUBIAN;LUBIÁN;27/10/1972;;V
00443650;2;PARTICULAR;DE;SALSIPUEDES;SALSIPUEDES;02/07/1954;27/10/1972;V
00443675;1;PASAJE;DE;LUCA DE TENA;LUCA DE TENA;31/12/1985;01/01/1986;H
00443700;1;PLAZA;DE;LUCA DE TENA;LUCA DE TENA;05/08/1926;;V
00443700;2;GLORIETA;DE LAS;DELICIAS;DELICIAS;28/12/1902;05/08/1926;V
00443800;1;CALLE;DE;LUCANO;LUCANO;01/01/1961;;V
00443850;1;CALLE;DE LOS;VECINOS DEL POZO;VECINOS DEL POZO;21/03/1986;;V
00443900;1;PLAZA;DE;LUCENA;LUCENA;30/07/1958;;V
00444000;1;CALLE;DEL;LUCERO;LUCERO;01/01/1959;;V
00444100;1;PASAJE;DEL;LUCERO;LUCERO;01/01/1964;;V
00444200;1;CALLE;DE;LUCHANA;LUCHANA;06/02/1860;;V
00444200;2;PASEO;DE;LUCHANA;LUCHANA;01/01/1840;06/02/1860;V
00444400;1;CALLE;DE;LUCIENTE;LUCIENTE;11/01/1835;;V
00444400;2;CALLE;DEL;RELOJ (Y/O) LUCIENTE;RELOJ (Y/O) LUCIENTE;01/01/1835;11/01/1835;V
00444500;1;CALLE;DE;LUCIO DEL VALLE;LUCIO DEL VALLE;01/01/1935;;V
00444600;1;CALLE;DE;LUELMO;LUELMO;31/10/1982;01/11/1982;H
00444700;1;CALLE;DE;LUGO;LUGO;02/06/1933;;V
00444800;1;CALLE;DE;LUIS ADARO;LUIS ADARO;16/04/1930;;V
00444800;2;CALLE;;F;F;06/06/1929;16/04/1930;V
00444900;1;CALLE;DE;LUIS BUITRAGO;LUIS BUITRAGO;01/01/1958;;V
00444950;1;CALLE;DE;LUIS BUÑUEL;LUIS BUÑUEL;30/12/1983;;V
00444951;1;PLAZA;DE;LUIS BUÑUEL;LUIS BUÑUEL;03/11/1986;04/08/2006;H
00445000;1;CALLE;DE;LUIS CABRERA;LUIS CABRERA;02/03/1887;;V
00445000;2;CALLE;DE;MAYORGA;MAYORGA;01/01/1887;02/03/1887;V
00445100;1;CALLE;DE;LUIS CALVO;LUIS CALVO;01/01/1967;;V
00445200;1;CALLE;DE;LUIS CAMOENS;LUIS CAMOENS;26/11/1958;;V
00445200;2;CALLE;DE;CAMOENS Y VALERO;CAMOENS Y VALERO;25/11/1958;26/11/1958;V
00445300;1;CALLE;DE;LUIS DEL CAMPO;LUIS DEL CAMPO;01/01/1971;;V
00445400;1;CALLE;DE;LUIS CARLOS VAZQUEZ;LUIS CARLOS VÁZQUEZ;01/01/1953;;V
00445500;1;CALLE;DE;LUIS DE CASTRO;LUIS DE CASTRO;02/07/1954;02/01/1995;H
00445600;1;CALLE;DE;LUIS CLAUDIO;LUIS CLAUDIO;09/01/1948;;V
00445700;1;CALLE;DE;LUIS DIAZ COBEÑA;LUIS DÍAZ COBEÑA;27/07/1941;;V
00445700;2;CALLE;DE;ANTONIO GARCIA QUEJIDO;ANTONIO GARCÍA QUEJIDO;16/04/1930;27/07/1941;V
00445700;3;CALLE;;E;E;06/12/1929;16/04/1930;V
00445800;1;CALLE;DE;LUIS DOMINGO;LUIS DOMINGO;06/10/1932;;V
00445900;1;TRAVESIA;DE;LUIS DOMINGO;LUIS DOMINGO;31/12/1985;01/01/1986;H
00446000;1;CALLE;DE;LUIS ESTEBAN;LUIS ESTEBAN;14/11/1947;;V
00446100;1;CALLE;DE;LUIS FEITO;LUIS FEITO;29/04/1948;;V
00446150;1;CALLE;DE;FELIPE DE DIEGO;FELIPE DE DIEGO;30/12/1983;;V
00446150;2;CALLE;DE;LUIS FELIPE DE DIEGO;LUIS FELIPE DE DIEGO;29/12/1983;30/12/1983;V
00446200;1;CALLE;DE;LUIS DE LA FUENTE;LUIS DE LA FUENTE;01/01/1982;;V
00446300;1;CALLE;DE;LUIS GOMEZ;LUIS GÓMEZ;01/01/1966;;V
00446400;1;CALLE;DE;LUIS DE GONGORA;LUIS DE GÓNGORA;13/12/1961;;V
00446400;2;CALLE;DE;GONGORA;GONGORA;11/01/1835;13/12/1961;V
00446450;1;CALLE;DE;LUIS DE HOYOS SAINZ;LUIS DE HOYOS SAINZ;26/09/1969;;V
00446500;1;CALLE;DE;LUIS JIMENO;LUIS JIMENO;01/01/1969;26/01/1993;H
00446600;1;CALLE;DE;LUIS LARRAINZA;LUIS LARRAÍNZA;01/01/1949;;V
00446700;1;CALLE;DE;LUIS LOPEZ;LUIS LÓPEZ;22/12/1950;;V
00446750;1;CALLE;DE;LUIS MARIN;LUIS MARÍN;22/07/1983;;V
00446800;1;CALLE;DE;LUIS DE LA MATA;LUIS DE LA MATA;01/01/1969;;V
00446900;1;CALLE;DE;LUIS DE MIGUEL;LUIS DE MIGUEL;01/01/1958;12/04/1991;H
00447000;1;CALLE;DE;LUIS MISSON;LUIS MISSÓN;02/03/1887;;V
00447000;2;CALLE;DE;SAN EDUARDO;SAN EDUARDO;01/01/1887;02/03/1887;V
00447100;1;CALLE;DE;LUIS MITJANS;LUIS MITJANS;01/01/1932;;V
00447200;1;CALLE;DE;LUIS MORENO;LUIS MORENO;31/12/1985;01/01/1986;H
00447300;1;CALLE;DE;LUIS MURIEL;LUIS MURIEL;16/06/1933;;V
00447400;1;CALLE;DE;LUIS ORTEGA;LUIS ORTEGA;31/10/1981;01/11/1981;H
00447500;1;CALLE;DE;LUIS PANDO;LUIS PANDO;01/01/1971;;V
00447600;1;CALLE;DE;LUIS PEIDRO;LUIS PEIDRÓ;01/01/1932;;V
00447700;1;CALLE;DE;LUIS PERNAS;LUIS PERNAS;01/01/1986;;V
00447800;1;TRAVESIA;DE;LUIS PERNAS;LUIS PERNAS;01/01/1972;08/02/2006;H
00447800;2;TRAVESIA;DE;PERNAS;PERNAS;31/12/1971;01/01/1972;H
00447900;1;CALLE;DE;LUIS PIERNAS;LUIS PIERNAS;30/12/1944;;V
00447900;2;CALLE;DE;SAN JOSE;SAN JOSÉ;26/08/1932;30/12/1944;V
00448000;1;CALLE;DE;LUIS PORTONES;LUIS PORTONES;01/01/1971;;V
00448000;2;CALLE;DE;ISABEL GOMEZ;ISABEL GÓMEZ;31/12/1970;01/01/1971;V
00448100;1;CALLE;DE;LUIS RUIZ;LUIS RUIZ;10/11/1950;;V
00448200;1;CALLE;DE;LUIS DE SALAZAR;LUIS DE SALAZAR;05/06/1959;;V
00448300;1;CALLE;DE;LUIS DE LA TORRE;LUIS DE LA TORRE;01/01/1981;;V
00448400;1;CALLE;DE;LUIS USERA;LUIS USERA;01/01/1982;;V
00448500;1;CALLE;DE;LUIS VELEZ DE GUEVARA;LUIS VÉLEZ DE GUEVARA;30/12/1903;;V
00448500;2;CALLE;DE LAS;UROSAS;UROSAS;11/01/1835;30/12/1903;V
00448600;1;CALLE;DE;LUIS VILLA;LUIS VILLA;01/01/1932;;V
00448700;1;CALLE;DE;LUIS VIVES;LUIS VIVES;09/01/1903;;V
00448700;2;CALLE;DE;CERVANTES;CERVANTES;08/01/1903;09/01/1903;V
00448800;1;CALLE;DE;LUISA ANDRES;LUISA ANDRÉS;01/01/1972;;V
00448900;1;CALLE;DE;LUISA CASERO;LUISA CASERO;01/01/1986;18/01/1990;H
00449000;1;CALLE;DE;LUISA FERNANDA;LUISA FERNANDA;04/10/1865;;V
00449050;1;CALLE;DE;LUISA GARCIA;LUISA GARCÍA;31/12/1985;01/01/1986;H
00449100;1;CALLE;DE;LUISA MORENO;LUISA MORENO;31/12/1985;01/01/1986;H
00449200;1;CALLE;DE;LUISA MUÑOZ;LUISA MUÑOZ;01/01/1949;;V
00449300;1;CALLE;DE;LUISA MURIEL;LUISA MURIEL;01/01/1932;;V
00449400;1;CALLE;DE;LUISA SERRANO;LUISA SERRANO;01/01/1986;15/05/1991;H
00449500;1;CALLE;DE;LUMBRALES;LUMBRALES;31/12/1985;01/01/1986;H
00449550;1;CALLE;DE;LUMBRERAS;LUMBRERAS;28/03/1969;;V
00449550;2;CALLE;DE LA;ROSA;ROSA;01/01/1969;28/03/1969;V
00449600;1;CALLE;DE LA;LUNA;LUNA;11/01/1835;;V
00449700;1;CALLE;DE;LURUACO;LURUACO;01/01/1964;;V
00449800;1;CALLE;DE;LUVA;LUVA;14/07/1950;;V
00449800;2;CALLE;DE;LEPANTO;LEPANTO;13/07/1950;14/07/1950;V
00449900;1;CALLE;DE LA;LUZ;LUZ;31/12/1985;01/01/1986;H
00450000;1;CALLEJON;DE LA;LUZ;LUZ;01/01/1986;;V
00450100;1;CALLE;DE LA;LUZ DIVINA;LUZ DIVINA;31/08/1981;01/09/1981;H
00450200;1;CALLE;DE;LUZMELA;LUZMELA;05/08/1960;;V
00450300;1;CALLE;DE;LLANES;LLANES;16/03/1960;;V
00450350;1;AVENIDA;DEL;LLANO CASTELLANO;LLANO CASTELLANO;27/06/1980;;V
00450400;1;CALLE;DEL;LLANO DE LOS MANZANOS;LLANO DE LOS MANZANOS;01/01/1982;07/02/1990;H
00450400;2;CALLE;DE LOS;MANZANOS;MANZANOS;31/12/1981;01/01/1982;H
00450500;1;CALLE;DE LOS;LLANOS DE ESCUDERO;LLANOS DE ESCUDERO;22/02/1961;;V
00450600;1;CALLE;DE;LLANSA;LLANSA;05/08/1960;;V
00450675;1;CALLE;DE;LLODIO;LLODIO;27/02/1974;;V
00450800;1;CALLE;DE LA;MACARENA;MACARENA;01/01/1949;;V
00450800;2;CALLE;DE;PURIFICACION;PURIFICACIÓN;31/12/1948;01/01/1949;V
00450900;1;CALLE;DE LOS;MACEDAS;MACEDAS;31/12/1985;01/01/1986;H
00450910;1;CALLE;DEL;MACUAJE;MACUAJE;01/01/1975;;V
00450950;1;CALLE;DE;MACHAQUITO;MACHAQUITO;06/04/1979;;V
00450960;1;CALLE;DE;MADAGASCAR;MADAGASCAR;18/02/1953;01/06/2006;H
00450960;2;CALLE;DE LA;CONCEPCION;CONCEPCIÓN;17/02/1953;18/02/1953;H
00450970;1;CALLE;DE LA;MADERA;MADERA;11/01/1835;;V
00451200;1;CALLE;DE;MADERUELO;MADERUELO;14/11/1956;;V
00451300;1;CALLE;DE;LOS MADRAZO;LOS MADRAZO;23/09/1898;;V
00451300;3;CALLE;DE;FEDERICO MADRAZO;FEDERICO MADRAZO;14/09/1894;23/09/1898;V
00451300;2;CALLE;DE;GREDA;GREDA;11/01/1835;14/09/1894;V
00451400;1;CALLE;DE LA;MADRE;MADRE;23/10/1956;24/10/1956;H
00451500;1;CALLE;DE LA;MADRE ANTONIA PARIS;MADRE ANTONIA PARÍS;25/02/1966;;V
00451600;1;CALLE;DE LA;MADRE CANDIDA MARIA DE JESUS;MADRE CÁNDIDA MARÍA DE JESÚS;29/09/1954;;V
00451700;1;CALLE;DE LA;MADRE CARMEN DEL NIÑO JESUS;MADRE CARMEN DEL NIÑO JESÚS;01/01/1949;;V
00451750;1;CALLE;DE LA;MADRE CELESTE;MADRE CELESTE;22/07/1971;;V
00451800;1;CALLE;DE LA;MADRE DE DIOS;MADRE DE DIOS;01/01/1949;;V
00451950;1;AVENIDA;DE LA;MADRE IBARRA;MADRE IBARRA;08/11/1969;09/04/1970;H
00451975;1;PLAZA;DE LA;MADRE ISABEL LARRAÑAGA;MADRE ISABEL LARRAÑAGA;26/11/1976;;V
00451975;2;PLAZA;DE LA;SERPENTINA;SERPENTINA;29/09/1954;26/11/1976;V
00451975;3;PLAZA;DE;ESPAÑA;ESPAÑA;28/09/1954;29/09/1954;V
00452000;1;PLAZA;DE LA;MADRE MARIA ANA MOGAS;MADRE MARÍA ANA MOGAS;01/01/1981;;V
00452000;2;PLAZA;DE;MARIA ANA MORAGAS;MARÍA ANA MORAGAS;31/12/1980;01/01/1981;V
00452100;1;CALLE;DE LA;CRUZ DEL CARNERO;CRUZ DEL CARNERO;09/02/1981;;V
00452100;2;CALLE;DE LA;MADRE MERCEDES ANGLES;MADRE MERCEDES ANGLÉS;08/07/1953;09/02/1981;V
00452100;3;CALLE;DE;PALOMA;PALOMA;07/07/1953;08/07/1953;V
00452200;1;PLAZA;DE LA;MADRE MOLAS;MADRE MOLAS;04/06/1959;;V
00452300;1;CALLE;DE LA;MADRESELVA;MADRESELVA;20/02/1948;;V
00452300;2;CALLE;DE;ANDALUCIA;ANDALUCÍA;19/02/1948;20/02/1948;V
00452400;1;CALLE;DE;MADRID;MADRID;11/01/1835;;V
00452505;1;CALLE;DE;MADRID;MADRID;31/12/1966;01/01/1967;H
00452550;1;CALLE;DE;MADRIDEJOS;MADRIDEJOS;30/11/1977;;V
00452550;2;CALLE;DE LA;MADRE DE DIOS;MADRE DE DIOS;02/07/1954;30/11/1977;V
00452600;1;CALLE;DE;MADRIGAL;MADRIGAL;10/02/1954;;V
00452800;1;CALLE;DE;MADRIGAL DE LA VERA;MADRIGAL DE LA VERA;31/12/1959;;V
00452900;1;CALLE;DE LAS;MADROÑERAS;MADROÑERAS;31/12/1985;01/01/1986;H
00453100;1;AVENIDA;DE LOS;MADROÑOS;MADROÑOS;21/03/1958;;V
00453200;1;CALLE;DE;MADUSA;MADUSA;31/12/1985;01/01/1986;H
00453300;1;CALLE;DE;MAESE NICOLAS;MAESE NICOLÁS;01/01/1960;;V
00453350;1;CALLE;DE;MAESE PEREZ;MAESE PÉREZ;31/12/1985;01/01/1986;H
00453400;1;PLAZA;DE LA;MAESTRANZA;MAESTRANZA;01/01/1963;03/10/1984;H
00453500;1;CALLE;DEL;MAESTRAZGO;MAESTRAZGO;01/01/1932;26/10/1989;H
00453600;1;CALLE;DEL;MAESTRO ALONSO;MAESTRO ALONSO;02/08/1949;;V
00453600;2;PASAJE;;MODERNO;MODERNO;01/01/1903;02/08/1949;V
00453700;1;CALLE;DEL;MAESTRO ARBOS;MAESTRO ARBÓS;27/07/1941;;V
00453700;2;CALLE;DE;JULIAN BESTEIRO;JULIÁN BESTEIRO;09/02/1934;27/07/1941;V
00453800;1;CALLE;DEL;MAESTRO CAMARERO;MAESTRO CAMARERO;09/01/1948;29/04/1948;H
00453900;1;CALLE;DEL;MAESTRO CHAPI;MAESTRO CHAPÍ;01/01/1979;;V
00454000;2;CALLE;DEL;MAESTRO GUERRERO;MAESTRO GUERRERO;14/10/1953;;V
00454000;1;CALLE;DE;CASTRO;CASTRO;11/01/1835;14/10/1953;V
00454000;3;CALLE;DE;ABADIA Y CASTRO;ABADÍA Y CASTRO;01/01/1835;11/01/1835;V
00454100;1;CALLE;DEL;MAESTRO GURIDI;MAESTRO GURIDI;01/01/1980;;V
00454200;1;CALLE;DEL;MAESTRO LASALLE;MAESTRO LASALLE;14/11/1947;;V
00454300;1;CALLE;DEL;MAESTRO NAVAS;MAESTRO NAVAS;01/01/1932;;V
00454350;1;CALLE;DEL;MAESTRO RIPOLL;MAESTRO RIPOLL;25/01/1980;;V
00454350;2;CALLE;DE;MATIAS MONTERO;MATÍAS MONTERO;27/06/1941;25/01/1980;V
00454350;3;CALLE;DEL;MAESTRO RIPOLL;MAESTRO RIPOLL;08/07/1932;27/06/1941;V
00454350;4;CALLE;;C;C;01/01/1932;08/07/1932;V
00454400;1;CALLE;DEL;MAESTRO TELLERIA;MAESTRO TELLERÍA;06/08/1949;;V
00454500;1;CALLE;DEL;MAESTRO VILLA;MAESTRO VILLA;28/12/1944;;V
00454500;4;CALLE;;NUEVA DE CUCHILLEROS;NUEVA DE CUCHILLEROS;26/04/1940;28/12/1944;V
00454500;2;CALLE;DE;FELIPE PICATOSTE RODRIGUEZ;FELIPE PICATOSTE RODRÍGUEZ;10/08/1934;26/04/1940;V
00454500;3;CALLE;;NUEVA DE CUCHILLEROS;NUEVA DE CUCHILLEROS;01/01/1934;10/08/1934;V
00454600;1;CALLE;DEL;MAESTRO VICTORIA;MAESTRO VICTORIA;27/06/1941;;V
00454600;2;CALLE;DE;MARIANA PINEDA;MARIANA PINEDA;12/07/1901;27/06/1941;V
00454600;3;CALLE;DE LOS;CAPELLANES;CAPELLANES;11/01/1835;12/07/1901;V
00454700;1;CALLE;DEL;MAESTRO VIVES;MAESTRO VIVES;06/08/1949;;V
00454800;1;CALLE;DE;MAGALLANES;MAGALLANES;06/02/1860;;V
00454900;1;CALLEJON;DE;MAGALLANES;MAGALLANES;01/01/1949;;V
00455000;1;CALLE;DE;MAGALLON;MAGALLÓN;21/11/1956;;V
00455100;1;CALLE;DE;MAGANGUE;MAGANGUE;01/01/1986;;V
00455200;1;CALLE;DE LA;MAGDALENA;MAGDALENA;11/01/1835;;V
00455300;1;CALLE;DE;MAGDALENA DIAZ;MAGDALENA DÍAZ;01/01/1969;;V
00455400;1;CALLE;DE;MAGDALENA DIEZ;MAGDALENA DÍEZ;01/01/1986;;V
